"editid","class","annotators","totalannotators"
13831,"vandalism",12,12
13832,"regular",3,3
13833,"regular",3,3
13834,"regular",6,6
13836,"regular",5,6
13837,"regular",3,3
13838,"regular",3,3
13843,"regular",3,3
13844,"regular",3,3
13845,"regular",5,6
13846,"regular",5,6
13847,"vandalism",13,13
13848,"regular",3,3
13849,"regular",3,3
13850,"regular",5,5
13851,"regular",4,4
13855,"regular",3,3
13856,"regular",3,3
13857,"regular",3,3
13858,"regular",5,6
13859,"regular",7,9
13860,"regular",3,3
13861,"regular",3,3
13862,"regular",3,3
13867,"regular",3,3
13868,"regular",3,3
13869,"regular",3,3
13870,"regular",3,3
13871,"regular",6,6
13872,"regular",3,3
13873,"regular",3,3
13874,"regular",3,3
13879,"regular",3,3
13880,"regular",3,3
13881,"regular",3,3
13882,"regular",3,3
13883,"regular",3,3
13884,"regular",3,3
13885,"vandalism",9,19
13886,"regular",3,3
13891,"regular",3,3
13892,"regular",3,3
13893,"regular",5,6
13894,"regular",3,3
13895,"vandalism",10,15
13896,"regular",3,3
13897,"vandalism",11,17
13898,"regular",3,3
13899,"regular",3,4
13903,"regular",3,3
13904,"regular",3,3
13905,"regular",3,3
13906,"regular",5,6
13907,"regular",3,3
13908,"regular",7,7
13909,"regular",3,3
13910,"regular",7,9
13911,"regular",4,4
13912,"regular",3,4
13913,"regular",4,4
13914,"regular",4,4
13915,"vandalism",7,9
13916,"regular",3,3
13917,"regular",3,3
13918,"regular",3,3
13919,"regular",3,3
13920,"regular",6,6
13921,"regular",3,3
13922,"regular",3,3
13927,"regular",3,3
13928,"regular",3,3
13929,"regular",3,3
13930,"regular",3,3
13931,"vandalism",8,9
13932,"regular",3,3
13933,"regular",3,3
13934,"regular",5,6
13941,"regular",3,3
13942,"regular",3,3
13943,"regular",6,6
13944,"regular",5,6
13945,"regular",3,3
13946,"regular",3,3
13951,"regular",3,3
13952,"regular",3,3
13953,"regular",3,3
13954,"regular",3,3
13955,"regular",12,19
13956,"regular",3,3
13957,"regular",3,3
13958,"regular",3,3
13963,"regular",6,6
13964,"regular",3,3
13965,"regular",3,3
13966,"regular",3,3
13967,"regular",3,3
13968,"regular",3,3
13969,"regular",3,3
13970,"regular",3,3
13975,"regular",3,3
13976,"regular",6,7
13977,"regular",3,3
13978,"regular",3,3
13979,"regular",3,3
13980,"regular",3,3
13981,"regular",3,3
13982,"vandalism",10,17
13983,"vandalism",6,7
13987,"regular",3,3
13988,"regular",3,3
13989,"regular",6,6
13990,"regular",3,3
13991,"regular",3,3
13992,"regular",3,3
13994,"regular",3,3
13999,"regular",3,3
14000,"vandalism",19,19
14001,"vandalism",12,12
14002,"regular",3,3
14003,"regular",5,6
14004,"regular",3,3
14005,"regular",5,6
14006,"vandalism",12,12
14011,"regular",3,3
14013,"regular",6,7
14014,"regular",3,3
14015,"regular",3,3
14016,"vandalism",13,13
14017,"regular",3,3
14018,"regular",3,3
14023,"vandalism",11,11
14024,"regular",7,9
14025,"regular",3,3
14026,"regular",3,3
14027,"vandalism",8,9
14028,"regular",3,3
14029,"regular",3,3
14030,"regular",3,3
14035,"regular",3,3
14037,"regular",3,3
14038,"regular",3,3
14039,"vandalism",17,17
14040,"regular",6,6
14041,"regular",3,3
14042,"regular",3,3
14047,"regular",3,3
14048,"regular",5,6
14049,"regular",3,3
14050,"regular",3,3
14051,"regular",3,3
14052,"regular",3,3
14053,"regular",3,3
14054,"regular",3,3
14059,"regular",3,3
14060,"regular",3,3
14061,"regular",3,3
14062,"regular",3,3
14063,"regular",3,3
14064,"regular",6,6
14065,"regular",3,3
14066,"regular",3,3
14071,"regular",3,3
14072,"regular",3,3
14073,"regular",3,3
14074,"vandalism",8,9
14075,"regular",3,3
14076,"regular",3,3
14077,"regular",6,7
14078,"regular",7,9
14083,"regular",3,3
14084,"regular",5,5
14085,"regular",3,3
14086,"regular",3,3
14087,"regular",3,3
14088,"regular",3,3
14089,"regular",3,3
14090,"regular",3,3
14095,"regular",3,3
14096,"regular",8,10
14097,"regular",3,3
14098,"regular",3,3
14099,"regular",3,3
14100,"vandalism",7,9
14101,"regular",3,3
14102,"regular",6,7
14107,"regular",3,3
14108,"regular",3,3
14109,"regular",3,3
14110,"regular",3,3
14111,"regular",3,3
14112,"regular",3,3
14113,"regular",5,6
14114,"regular",3,3
14119,"regular",5,6
14120,"regular",3,3
14121,"regular",3,3
14122,"regular",5,6
14123,"regular",3,3
14124,"regular",3,3
14125,"regular",3,3
14126,"regular",3,3
14131,"regular",3,3
14132,"regular",3,3
14133,"regular",3,3
14134,"regular",3,3
14135,"regular",3,3
14136,"regular",3,3
14137,"regular",3,3
14138,"regular",7,9
14139,"regular",4,4
14140,"regular",4,4
14141,"regular",4,4
14142,"regular",5,5
14143,"regular",3,3
14144,"regular",3,3
14145,"regular",3,3
14146,"regular",3,3
14147,"regular",3,3
14148,"vandalism",8,9
14149,"regular",3,3
14150,"regular",3,3
14155,"vandalism",12,12
14156,"regular",3,3
14157,"regular",3,3
14158,"regular",3,3
14159,"regular",3,3
14160,"regular",3,3
14161,"regular",3,3
14162,"regular",3,3
14167,"regular",7,9
14168,"regular",3,3
14169,"regular",3,3
14170,"regular",3,3
14171,"regular",3,3
14172,"regular",7,9
14173,"regular",3,3
14174,"vandalism",16,16
14179,"regular",3,3
14181,"regular",7,9
14182,"regular",3,3
14183,"regular",3,3
14184,"regular",3,3
14185,"regular",3,3
14186,"vandalism",11,15
14191,"regular",3,3
14192,"regular",3,3
14193,"regular",3,3
14194,"regular",5,6
14195,"regular",3,3
14196,"regular",3,3
14197,"regular",3,3
14198,"regular",3,3
14203,"regular",3,3
14204,"regular",3,3
14205,"regular",3,3
14206,"vandalism",12,12
14207,"regular",6,6
14208,"regular",3,3
14210,"regular",3,3
14215,"regular",3,3
14216,"regular",3,3
14217,"regular",10,18
14218,"regular",3,3
14219,"regular",3,3
14220,"regular",3,3
14221,"regular",3,3
14222,"regular",3,3
14227,"regular",3,3
14228,"regular",3,3
14229,"regular",3,3
14230,"vandalism",11,12
14231,"regular",3,3
14232,"regular",3,3
14233,"regular",3,3
14235,"vandalism",9,13
14236,"regular",4,4
14237,"regular",3,4
14239,"vandalism",12,17
14240,"regular",5,5
14241,"regular",6,6
14242,"regular",3,3
14243,"regular",3,3
14244,"regular",3,3
14245,"regular",3,3
14246,"vandalism",5,6
14247,"vandalism",7,7
14248,"regular",4,4
14249,"regular",4,4
14251,"regular",3,3
14252,"regular",3,3
14253,"regular",3,3
14254,"regular",3,3
14255,"regular",3,3
14256,"regular",3,3
14257,"regular",3,3
14258,"vandalism",12,12
14259,"regular",3,3
14263,"vandalism",12,12
14264,"regular",3,3
14265,"regular",3,3
14266,"regular",3,3
14267,"vandalism",13,18
14268,"vandalism",12,12
14269,"regular",3,3
14270,"regular",3,3
14271,"regular",5,6
14275,"regular",5,6
14276,"regular",6,6
14277,"regular",3,3
14278,"regular",3,3
14280,"regular",3,3
14281,"regular",3,3
14282,"regular",3,3
14283,"regular",4,4
14287,"regular",5,5
14288,"regular",5,5
14289,"regular",8,8
14290,"regular",5,5
14291,"vandalism",8,8
14292,"regular",6,8
14293,"regular",5,5
14294,"regular",5,5
14295,"regular",6,8
14299,"regular",3,3
14300,"regular",3,3
14301,"regular",3,3
14302,"regular",3,3
14303,"regular",3,3
14304,"regular",3,3
14305,"regular",3,3
14306,"regular",3,3
14307,"regular",5,5
14308,"regular",5,5
14309,"regular",5,5
14310,"regular",5,5
14311,"vandalism",12,12
14312,"regular",5,6
14313,"regular",3,3
14314,"regular",5,6
14315,"regular",9,13
14316,"regular",3,3
14317,"vandalism",12,12
14318,"vandalism",12,12
14319,"vandalism",6,7
14320,"regular",4,4
14321,"regular",3,4
14322,"regular",4,4
14323,"regular",3,3
14324,"regular",3,3
14325,"regular",3,3
14326,"regular",3,3
14327,"regular",3,3
14328,"regular",3,3
14329,"regular",3,3
14330,"regular",3,3
14335,"regular",3,3
14336,"regular",3,3
14337,"regular",3,3
14338,"regular",3,3
14339,"regular",3,3
14340,"regular",3,3
14341,"regular",3,3
14342,"regular",6,6
14347,"vandalism",11,12
14348,"regular",3,3
14349,"vandalism",12,12
14350,"regular",3,3
14351,"regular",3,3
14352,"regular",3,3
14353,"regular",3,3
14354,"regular",3,3
14359,"regular",3,3
14360,"regular",3,3
14361,"regular",3,3
14362,"regular",3,3
14363,"regular",3,3
14364,"regular",3,3
14365,"regular",3,3
14366,"regular",5,6
14367,"regular",4,4
14371,"regular",3,3
14372,"regular",3,3
14374,"regular",3,3
14375,"regular",3,3
14376,"regular",3,3
14378,"regular",3,3
14383,"regular",3,3
14384,"regular",3,3
14385,"regular",3,3
14386,"regular",3,3
14388,"regular",5,6
14389,"regular",3,3
14390,"regular",5,6
14395,"regular",3,3
14396,"regular",3,3
14397,"regular",3,3
14398,"regular",3,3
14399,"regular",3,3
14400,"regular",9,12
14401,"regular",3,3
14402,"regular",3,3
14403,"regular",4,4
14404,"vandalism",9,13
14405,"vandalism",9,15
14407,"regular",3,3
14408,"regular",5,6
14409,"regular",3,3
14410,"regular",3,3
14411,"regular",3,3
14412,"regular",3,3
14413,"regular",3,3
14414,"regular",3,3
14419,"regular",3,3
14420,"regular",3,3
14421,"regular",3,3
14422,"regular",5,6
14424,"regular",6,6
14425,"regular",3,3
14431,"regular",3,3
14433,"regular",3,3
14434,"regular",5,6
14435,"regular",7,9
14436,"regular",3,3
14437,"regular",3,3
14438,"regular",3,3
14443,"regular",3,3
14444,"regular",3,3
14445,"regular",5,6
14446,"regular",3,3
14447,"regular",3,3
14448,"regular",3,3
14449,"regular",3,3
14450,"regular",3,3
14451,"regular",5,5
14452,"regular",5,5
14453,"regular",4,4
14454,"regular",4,4
14455,"regular",6,7
14456,"regular",3,3
14457,"regular",3,3
14458,"regular",6,6
14459,"regular",3,3
14460,"regular",6,6
14461,"regular",3,3
14462,"regular",3,3
14463,"regular",4,4
14464,"regular",4,4
14465,"regular",4,4
14466,"regular",3,4
14467,"regular",3,3
14468,"regular",3,3
14469,"regular",3,3
14470,"regular",3,3
14471,"regular",3,3
14472,"regular",3,3
14473,"regular",3,3
14474,"regular",3,3
14475,"regular",4,4
14476,"regular",4,4
14477,"regular",6,7
14478,"regular",4,4
14479,"regular",3,3
14480,"regular",3,3
14481,"regular",3,3
14482,"regular",3,3
14483,"regular",3,3
14484,"regular",3,3
14485,"regular",3,3
14486,"regular",3,3
14491,"regular",3,3
14492,"regular",6,6
14493,"regular",3,3
14494,"regular",6,7
14495,"regular",3,3
14496,"regular",3,3
14497,"regular",3,3
14498,"regular",3,3
14503,"regular",3,3
14504,"regular",3,3
14505,"regular",3,3
14506,"regular",3,3
14507,"regular",3,3
14508,"regular",3,3
14509,"regular",10,18
14510,"regular",5,6
14515,"regular",3,3
14516,"regular",3,3
14517,"regular",3,3
14518,"vandalism",12,12
14520,"regular",3,3
14521,"regular",3,3
14522,"vandalism",8,9
14523,"regular",3,4
14524,"regular",4,4
14525,"regular",4,4
14526,"regular",4,4
14527,"regular",5,6
14528,"regular",3,3
14529,"regular",3,3
14530,"regular",6,6
14532,"regular",3,3
14533,"vandalism",5,6
14534,"regular",9,19
14535,"regular",4,4
14536,"vandalism",5,7
14537,"regular",3,4
14538,"regular",4,4
14539,"regular",3,3
14540,"regular",3,3
14541,"regular",3,3
14542,"regular",3,3
14543,"regular",3,3
14544,"regular",3,3
14545,"regular",3,3
14546,"regular",3,3
14547,"regular",5,7
14548,"regular",4,4
14549,"regular",4,4
14550,"regular",4,4
14551,"regular",3,3
14552,"vandalism",12,12
14553,"regular",11,16
14554,"regular",3,3
14555,"regular",7,7
14556,"regular",5,6
14557,"regular",3,3
14558,"regular",3,3
14563,"regular",7,9
14564,"regular",3,3
14565,"regular",3,3
14566,"regular",3,3
14567,"regular",3,3
14568,"regular",3,3
14569,"regular",3,3
14570,"regular",3,3
14571,"regular",4,4
14575,"regular",3,3
14576,"regular",3,3
14577,"regular",3,3
14578,"vandalism",9,19
14579,"regular",3,3
14580,"regular",3,3
14581,"regular",3,3
14582,"regular",9,12
14583,"regular",4,4
14584,"regular",3,4
14585,"regular",5,5
14586,"regular",4,4
14587,"regular",3,3
14588,"regular",6,6
14590,"regular",3,3
14591,"regular",3,3
14592,"regular",3,3
14593,"regular",3,3
14594,"regular",3,3
14599,"regular",5,6
14600,"regular",3,3
14601,"regular",3,3
14602,"regular",3,3
14603,"regular",3,3
14604,"regular",5,6
14605,"regular",9,11
14606,"regular",3,3
14607,"regular",4,4
14608,"regular",4,4
14609,"regular",4,4
14610,"vandalism",5,7
14611,"regular",5,6
14612,"vandalism",12,12
14613,"regular",3,3
14614,"regular",5,6
14615,"regular",3,3
14616,"regular",3,3
14617,"vandalism",11,18
14618,"regular",11,15
14619,"regular",4,4
14623,"regular",3,3
14624,"regular",3,3
14625,"vandalism",12,12
14626,"regular",3,3
14627,"regular",3,3
14628,"regular",5,6
14629,"regular",3,3
14630,"regular",3,3
14635,"regular",3,3
14636,"regular",5,6
14637,"regular",3,3
14638,"regular",3,3
14639,"regular",3,3
14640,"regular",3,3
14641,"regular",3,3
14642,"regular",3,3
14643,"regular",3,4
14647,"regular",3,3
14648,"regular",3,3
14649,"regular",3,3
14650,"regular",5,5
14651,"regular",10,18
14652,"regular",3,3
14653,"regular",6,6
14654,"vandalism",9,17
14659,"regular",3,3
14660,"regular",3,3
14661,"regular",5,6
14662,"regular",3,3
14663,"regular",3,3
14664,"regular",5,6
14666,"regular",3,3
14667,"vandalism",7,8
14668,"regular",5,5
14669,"regular",5,5
14670,"regular",5,5
14671,"regular",3,3
14672,"regular",3,3
14673,"regular",3,3
14674,"regular",3,3
14675,"vandalism",12,12
14676,"regular",3,3
14677,"regular",3,3
14678,"regular",3,3
14683,"regular",3,3
14684,"regular",3,3
14685,"regular",6,6
14686,"regular",3,3
14687,"regular",5,6
14688,"regular",6,6
14689,"regular",3,3
14690,"regular",3,3
14695,"regular",3,3
14696,"regular",3,3
14697,"regular",3,3
14699,"regular",3,3
14700,"regular",3,3
14701,"vandalism",12,12
14702,"regular",3,3
14707,"regular",3,3
14708,"regular",3,3
14709,"regular",3,3
14710,"regular",3,3
14711,"regular",3,3
14712,"regular",3,3
14713,"regular",3,3
14714,"regular",3,3
14719,"regular",3,3
14720,"regular",3,3
14721,"regular",3,3
14722,"regular",3,3
14723,"regular",3,3
14724,"regular",3,3
14725,"vandalism",8,18
14726,"regular",6,6
14731,"regular",3,3
14732,"regular",3,3
14733,"vandalism",14,24
14734,"regular",3,3
14735,"regular",3,3
14736,"regular",3,3
14738,"regular",3,3
14739,"regular",4,4
14740,"regular",4,4
14741,"regular",3,4
14742,"regular",5,5
14743,"regular",3,3
14744,"regular",5,6
14745,"regular",3,3
14746,"regular",3,3
14747,"regular",3,3
14748,"regular",5,6
14751,"regular",5,5
14752,"regular",4,4
14753,"regular",4,4
14754,"regular",4,4
14755,"regular",6,6
14756,"regular",3,3
14757,"regular",3,3
14758,"regular",3,3
14760,"regular",3,3
14761,"regular",3,3
14762,"regular",3,3
14767,"regular",3,3
14768,"regular",3,3
14769,"regular",3,3
14770,"regular",3,3
14771,"regular",3,3
14772,"regular",3,3
14773,"regular",3,3
14774,"regular",3,3
14779,"regular",3,3
14780,"regular",5,6
14781,"regular",3,3
14782,"regular",3,3
14783,"vandalism",12,12
14784,"regular",12,16
14785,"regular",3,3
14786,"regular",3,3
14787,"regular",4,4
14791,"regular",3,3
14792,"regular",5,6
14793,"regular",3,3
14794,"regular",5,6
14795,"regular",3,3
14796,"regular",3,3
14797,"regular",5,7
14798,"regular",3,3
14799,"regular",4,4
14800,"regular",4,4
14801,"regular",4,4
14802,"regular",6,6
14803,"regular",3,3
14804,"regular",3,3
14805,"regular",3,3
14806,"vandalism",9,12
14807,"regular",3,3
14808,"regular",3,3
14809,"vandalism",17,18
14810,"regular",3,3
14815,"regular",3,3
14816,"regular",3,3
14817,"regular",5,6
14818,"regular",3,3
14819,"regular",3,3
14820,"regular",3,3
14821,"regular",3,3
14822,"regular",3,3
14823,"regular",3,3
14824,"regular",5,5
14825,"vandalism",8,8
14826,"regular",4,4
14827,"vandalism",7,9
14828,"regular",6,6
14829,"regular",3,3
14830,"regular",3,3
14831,"regular",3,3
14832,"regular",3,3
14833,"regular",3,3
14834,"regular",3,3
14835,"regular",4,4
14836,"regular",4,4
14837,"regular",3,4
14838,"regular",4,4
14839,"regular",3,3
14840,"regular",3,3
14841,"regular",3,3
14842,"regular",3,3
14843,"regular",3,3
14844,"regular",3,3
14845,"regular",3,3
14846,"regular",3,3
14851,"regular",3,3
14852,"regular",3,3
14853,"regular",3,3
14854,"regular",3,3
14855,"regular",3,3
14856,"regular",3,3
14857,"regular",3,3
14858,"regular",3,3
14859,"regular",3,4
14860,"regular",4,4
14861,"regular",4,4
14862,"regular",4,4
14863,"regular",3,3
14864,"regular",3,3
14865,"regular",3,3
14866,"regular",3,3
14867,"regular",3,3
14868,"regular",3,3
14869,"regular",3,3
14870,"regular",3,3
14875,"regular",3,3
14876,"regular",3,3
14877,"regular",3,3
14878,"regular",3,3
14879,"regular",3,3
14880,"regular",3,3
14881,"regular",3,3
14882,"vandalism",12,12
14887,"regular",3,3
14888,"regular",3,3
14889,"regular",3,3
14890,"regular",3,3
14891,"regular",3,3
14892,"regular",3,3
14893,"regular",3,3
14894,"regular",7,9
14899,"regular",3,3
14900,"regular",6,6
14901,"regular",3,3
14902,"regular",3,3
14903,"regular",3,3
14904,"regular",6,6
14905,"regular",3,3
14906,"regular",3,3
14907,"regular",4,4
14908,"regular",4,4
14911,"regular",3,3
14912,"regular",7,9
14913,"regular",3,3
14914,"regular",5,6
14915,"regular",3,3
14916,"regular",3,3
14917,"regular",3,3
14918,"regular",5,6
14919,"regular",9,9
14920,"regular",4,4
14921,"regular",5,5
14922,"regular",5,7
14923,"regular",3,3
14924,"regular",3,3
14925,"vandalism",11,15
14926,"regular",3,3
14927,"regular",3,3
14928,"regular",3,3
14929,"regular",6,6
14930,"regular",3,3
14935,"regular",3,3
14936,"regular",3,3
14937,"regular",6,6
14938,"regular",3,3
14939,"regular",11,17
14940,"regular",3,3
14941,"regular",6,7
14942,"regular",3,3
14943,"regular",3,3
14947,"regular",3,3
14948,"regular",3,3
14949,"regular",3,3
14950,"regular",3,3
14951,"regular",6,7
14952,"regular",3,3
14953,"vandalism",12,18
14954,"regular",3,3
14955,"regular",4,4
14956,"regular",5,5
14957,"regular",4,4
14958,"regular",4,4
14959,"regular",3,3
14960,"regular",3,3
14961,"regular",3,3
14962,"regular",3,3
14963,"regular",3,3
14964,"regular",5,5
14965,"regular",3,3
14966,"regular",3,3
14967,"regular",4,4
14968,"regular",4,4
14969,"regular",4,4
14970,"regular",5,5
14971,"regular",3,3
14972,"vandalism",12,12
14973,"regular",3,3
14974,"regular",3,3
14975,"regular",3,3
14976,"regular",5,6
14978,"regular",3,3
14983,"regular",3,3
14984,"regular",3,3
14985,"regular",3,3
14986,"regular",3,3
14987,"regular",3,3
14988,"regular",3,3
14989,"regular",3,3
14990,"vandalism",15,16
14995,"regular",3,3
14996,"regular",3,3
14997,"regular",3,3
14998,"regular",3,3
14999,"regular",3,3
15000,"regular",3,3
15001,"regular",3,3
15002,"regular",4,4
15007,"regular",3,3
15008,"regular",3,3
15009,"regular",3,3
15010,"regular",6,6
15011,"regular",3,3
15012,"regular",3,3
15013,"regular",5,6
15014,"regular",3,3
15015,"regular",5,5
15016,"regular",4,4
15017,"regular",5,5
15018,"regular",5,6
15019,"regular",3,3
15020,"regular",3,3
15021,"regular",3,3
15022,"regular",3,3
15023,"regular",3,3
15024,"regular",3,3
15025,"regular",3,3
15026,"regular",3,3
15027,"vandalism",6,7
15028,"regular",4,4
15029,"regular",4,4
15030,"regular",4,4
15031,"regular",3,3
15032,"regular",3,3
15033,"regular",7,9
15034,"regular",5,5
15035,"regular",3,3
15036,"regular",3,3
15037,"regular",3,3
15038,"regular",6,6
15043,"regular",3,3
15044,"regular",5,6
15045,"regular",3,3
15046,"regular",3,3
15047,"regular",3,3
15048,"regular",3,3
15049,"regular",3,3
15050,"regular",5,6
15051,"regular",9,16
15055,"regular",3,3
15056,"regular",3,3
15057,"regular",3,3
15058,"regular",3,3
15059,"regular",3,3
15060,"regular",3,3
15061,"regular",3,3
15062,"regular",3,3
15067,"regular",3,3
15068,"regular",3,3
15069,"regular",3,3
15070,"vandalism",12,12
15071,"regular",3,3
15072,"regular",3,3
15073,"regular",5,6
15074,"regular",3,3
15075,"regular",4,4
15076,"regular",4,4
15077,"regular",3,4
15078,"regular",3,4
15079,"regular",3,3
15080,"regular",3,3
15081,"regular",5,6
15082,"regular",3,3
15083,"regular",3,3
15084,"regular",3,3
15085,"regular",3,3
15086,"regular",5,6
15087,"regular",4,4
15088,"regular",9,13
15089,"regular",4,4
15090,"regular",4,4
15091,"regular",3,3
15092,"regular",3,3
15093,"regular",3,3
15094,"regular",6,6
15095,"regular",3,3
15096,"regular",3,3
15097,"regular",3,3
15098,"regular",3,3
15099,"regular",5,6
15100,"regular",4,4
15101,"regular",4,4
15102,"regular",3,4
15103,"regular",3,3
15104,"vandalism",13,13
15105,"regular",3,3
15106,"regular",3,3
15107,"regular",3,3
15108,"regular",3,3
15109,"regular",3,3
15110,"regular",3,3
15111,"regular",4,4
15113,"regular",4,4
